owner,repo,stars_and_watchers,forks,downstream_dependents,length_of_comments,change_of_pulls,change_of_contributors,time_to_close_issues,time_to_comment_issues,closed_PRs,time_to_close_PRs,time_to_comment_PRs,commit_tags,health_percentage,headings_of_docs,headings_of_README,projects_owned_by_maintainer,projects_age_owned_by_maintainer,outdated_versions,vulnerabilities,workflow_runs,contributors_per_code_file,files_with_more_than_1_contributors,time_since_created,versions,issues_reporters_count,contributors_count,submitted_PRs,submitted_commits,issues_closed_rate,PRs_closed_rate,comments_per_pull,labels
oclif,command,272.0,44.0,23,881.3,0.0,-1.0,-1.0,-1.0,19.0,3.0,0.0,23.0,37.0,0,0.0,75.0,1765.6,6943,7.0,1010.0,2.5,20.0,2268.13,181.0,-1.0,3.0,22.0,26.0,0.76,0.98,1.3,23.0
dylang,shortid,11480.0,276.0,250756,881.3,0.0,-1.0,0.4,0.4,-1.0,-1.0,-1.0,1.0,42.0,0,9.0,121.0,3327.3,4899,78.0,-1.0,1.7,22.0,4486.84,-1.0,1.0,-1.0,-1.0,-1.0,0.88,0.97,1.3,1.0
jonschlinkert,gray-matter,7398.0,130.0,647518,881.3,0.0,-1.0,0.1,7.1,-1.0,-1.0,-1.0,6.0,42.0,0,30.0,30.0,3051.5,6,0.0,-1.0,1.3,19.0,3715.93,-1.0,8.0,1.0,-1.0,1.0,0.56,0.7,1.3,6.0
timoxley,keycode,908.0,62.0,302358,881.3,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,42.0,0,12.0,569.0,3701.1,75,0.0,-1.0,3.1,7.0,4186.97,-1.0,-1.0,-1.0,-1.0,-1.0,0.57,0.79,1.3,6.0
node-config,node-config,12342.0,481.0,4,881.0,1.0,-1.0,2.3,0.3,3.0,35.1,10.6,11.0,50.0,0,0.0,1.0,4869.0,190,0.0,-1.0,2.6,480.0,4868.98,6.0,11.0,3.0,4.0,6.0,0.91,0.96,1.3,11.0
cujojs,when,6884.0,406.0,1454798,881.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,50.0,1,0.0,29.0,4311.6,6,0.0,-1.0,1.3,28.0,4750.51,44.0,-1.0,-1.0,-1.0,-1.0,0.83,0.95,1.3,10.0
hammerjs,hammer.js,47722.0,2633.0,0,881.0,0.0,-1.0,-1.0,24.8,-1.0,-1.0,-1.0,29.0,50.0,3,10.0,7.0,3649.5,1403,0.0,-1.0,1.5,63.0,4412.46,-1.0,8.0,-1.0,-1.0,-1.0,0.73,0.87,1.3,29.0
oclif,cli-ux,1096.0,46.0,65846,881.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,14.0,37.0,0,11.0,75.0,1765.6,5135,13.0,-1.0,2.0,48.0,2266.32,104.0,-1.0,-1.0,-1.0,-1.0,0.44,0.98,1.3,14.0
webpack,json-loader,876.0,82.0,2084435,881.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39.0,37.0,0,2.0,49.0,3401.6,2080,30.0,-1.0,3.6,4.0,4377.57,2.0,-1.0,-1.0,-1.0,-1.0,0.87,0.93,1.3,39.0
necolas,normalize.css,103216.0,10741.0,573789,881.0,0.0,-1.0,27.5,22.7,2.0,165.9,8.0,6.0,57.0,10,5.0,77.0,3260.7,0,0.0,-1.0,4.2,14.0,4715.57,-1.0,4.0,-1.0,2.0,-1.0,0.91,0.93,1.3,6.0
mrdoob,three.js,195534.0,34957.0,287671,872.2,-11.0,5.0,6.1,0.8,913.0,3.0,1.0,26.0,100.0,0,4.0,42.0,2976.6,1599,0.0,14010.0,1.4,248.0,5122.21,154.0,254.0,61.0,936.0,386.0,0.97,0.99,1.3,26.0
standard,eslint-plugin-standard,246.0,22.0,763278,872.2,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,8.0,75.0,0,5.0,28.0,2715.1,148,0.0,1.0,3.0,14.0,3175.05,-1.0,-1.0,2.0,1.0,2.0,1.00,1.0,1.3,8.0
mobxjs,mobx,54136.0,1749.0,147903,871.3,8.0,-1.0,25.0,1.9,32.0,6.5,0.1,28.0,87.0,6,11.0,34.0,2464.7,37917,87.0,439.0,2.2,446.0,3305.39,96.0,34.0,18.0,39.0,48.0,0.98,0.99,1.3,28.0
amqp-node,amqplib,7206.0,480.0,193740,871.1,-1.0,-1.0,11.7,0.2,2.0,0.0,9.9,8.0,50.0,0,5.0,1.0,3945.9,2988,3.0,22.0,3.5,72.0,3945.9,4.0,13.0,2.0,5.0,5.0,0.98,0.94,1.3,8.0
imagemin,imagemin,10952.0,276.0,1028998,871.1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,37.0,0,-1.0,36.0,3531.7,102,0.0,-1.0,2.5,15.0,3800.61,6.0,-1.0,-1.0,-1.0,-1.0,0.76,0.98,1.3,7.0
redux-saga,redux-saga,45002.0,1994.0,332167,870.9,1.0,0.0,22.3,3.7,10.0,38.9,1.8,15.0,75.0,7,22.0,4.0,2439.5,65195,0.0,170.0,2.1,437.0,3045.29,72.0,10.0,3.0,14.0,4.0,0.98,0.99,1.3,15.0
adamwdraper,Numeral-js,19148.0,926.0,0,870.9,0.0,-1.0,-1.0,143.3,-1.0,-1.0,-1.0,9.0,42.0,0,47.0,34.0,3419.2,255,0.0,-1.0,1.5,125.0,4199.13,10.0,3.0,-1.0,2.0,-1.0,0.50,0.61,1.3,9.0
intlify,vue-i18n-next,3592.0,275.0,5275,870.4,18.0,4.0,11.4,11.0,173.0,8.1,4.5,40.0,62.0,7,10.0,31.0,1277.2,6767,33.0,1047.0,1.3,112.0,1547.27,154.0,74.0,19.0,178.0,228.0,0.78,0.99,1.3,40.0
node-schedule,node-schedule,17952.0,509.0,156501,870.4,0.0,-1.0,0.0,48.9,-1.0,-1.0,-1.0,18.0,50.0,5,12.0,4.0,3481.6,148,0.0,9.0,4.9,26.0,4708.1,20.0,7.0,-1.0,-1.0,-1.0,0.69,0.94,1.3,18.0
mysqljs,mysql,36234.0,2492.0,776065,870.2,-1.0,-1.0,-1.0,0.0,1.0,121.2,0.1,17.0,37.0,0,57.0,3.0,4061.3,89,0.0,11.0,1.5,56.0,4994.38,-1.0,2.0,-1.0,3.0,-1.0,0.93,0.92,1.3,17.0
babel,babel-preset-env,7004.0,192.0,2057140,870.2,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,27.0,62.0,9,29.0,61.0,2679.0,29604,72.0,-1.0,2.0,56.0,2786.84,33.0,-1.0,-1.0,-1.0,-1.0,1.00,1.0,1.3,27.0
rollup,rollup-plugin-babel,1410.0,87.0,1528505,870.2,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,37.0,0,14.0,46.0,2588.7,18314,21.0,-1.0,2.5,55.0,3084.31,-1.0,-1.0,-1.0,-1.0,-1.0,1.00,1.0,1.3,12.0
babel,babelify,3360.0,127.0,291569,870.2,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,50.0,0,11.0,61.0,2679.0,19817,41.0,-1.0,3.2,25.0,3464.75,5.0,1.0,-1.0,-1.0,-1.0,0.97,0.9,1.3,8.0
lodash,babel-plugin-lodash,3916.0,112.0,178900,870.2,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,50.0,0,6.0,5.0,3291.8,22100,40.0,-1.0,1.4,68.0,3167.25,-1.0,-1.0,-1.0,-1.0,-1.0,0.90,0.91,1.3,12.0
akiran,react-slick,22912.0,2075.0,371000,870.0,4.0,2.0,81.0,34.0,15.0,52.6,41.5,21.0,57.0,11,10.0,30.0,2456.0,3148,0.0,-1.0,2.5,118.0,3423.78,43.0,50.0,3.0,22.0,19.0,0.77,0.89,1.3,21.0
FortAwesome,react-fontawesome,7272.0,259.0,0,870.0,0.0,-1.0,15.0,0.1,-1.0,-1.0,-1.0,10.0,75.0,15,6.0,30.0,1718.1,28239,19.0,4.0,2.2,66.0,2398.37,21.0,5.0,-1.0,-1.0,-1.0,0.70,0.92,1.3,10.0
gulpjs,gulp-util,1660.0,104.0,983270,870.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,62.0,0,14.0,30.0,3166.1,220,0.0,-1.0,3.2,30.0,3921.68,-1.0,-1.0,-1.0,-1.0,-1.0,1.00,1.0,1.3,7.0
chancejs,chancejs,12732.0,453.0,0,869.8,1.0,-1.0,-1.0,68.8,3.0,19.3,11.3,10.0,50.0,0,7.0,5.0,3098.7,16763,68.0,147.0,2.2,55.0,3937.15,-1.0,3.0,3.0,13.0,3.0,0.56,0.81,1.3,10.0
ardatan,graphql-tools,10540.0,792.0,353086,870.6,2.0,-2.0,21.9,6.2,418.0,2.2,0.0,60.0,85.0,9,6.0,139.0,1319.0,17102,0.0,9874.0,1.7,508.0,2931.99,1342.0,34.0,23.0,427.0,448.0,0.90,0.99,1.3,60.0
rstacruz,nprogress,51608.0,1816.0,373907,870.6,0.0,-1.0,-1.0,11.5,-1.0,-1.0,-1.0,7.0,42.0,0,3.0,561.0,2980.7,183,0.0,-1.0,2.3,10.0,3876.42,7.0,2.0,-1.0,-1.0,-1.0,0.34,0.66,1.3,7.0
theturtle32,WebSocket-Node,7416.0,623.0,0,870.6,0.0,-1.0,49.9,11.1,-1.0,-1.0,-1.0,8.0,42.0,0,0.0,20.0,3307.6,134,0.0,1.0,2.1,53.0,4740.57,-1.0,3.0,-1.0,-1.0,-1.0,0.83,0.89,1.3,8.0
acdlite,recompose,29574.0,1264.0,251046,870.6,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,42.0,0,24.0,73.0,3076.6,52704,155.0,-1.0,2.1,156.0,3098.75,42.0,-1.0,-1.0,-1.0,-1.0,0.85,0.86,1.3,10.0
cryptocoinjs,secp256k1-node,660.0,137.0,106,870.6,1.0,-1.0,0.9,0.1,-1.0,-1.0,0.3,8.0,37.0,0,4.0,39.0,3531.1,64,0.0,1.0,2.0,104.0,3468.32,23.0,4.0,-1.0,1.0,-1.0,0.92,0.97,1.3,8.0
facebook,draft-js,45092.0,2645.0,145186,870.6,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,57.0,75.0,17,11.0,135.0,2276.2,42637,122.0,2.0,3.2,326.0,2963.15,26.0,-1.0,-1.0,-1.0,-1.0,0.55,0.88,1.3,57.0
jrburke,r.js,5134.0,698.0,0,870.6,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,62.0,0,31.0,104.0,3705.6,0,0.0,-1.0,1.2,73.0,4708.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.85,0.93,1.3,4.0
broofa,node-uuid,540.0,35.0,0,870.6,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,-1.0,0,1.0,64.0,2155.9,0,0.0,-1.0,2.2,23.0,2684.4,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.3,7.0
rafeca,prettyjson,956.0,59.0,91338,870.6,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,57.0,0,11.0,79.0,3144.1,650,19.0,-1.0,1.7,9.0,4556.2,31.0,-1.0,-1.0,-1.0,-1.0,0.53,0.81,1.3,1.0
Leaflet,Leaflet,79196.0,5718.0,230729,868.2,7.0,3.0,5.9,3.9,113.0,10.5,11.0,34.0,75.0,24,0.0,16.0,3505.7,1964,1.0,1073.0,2.0,271.0,4939.29,31.0,64.0,20.0,129.0,80.0,0.92,0.97,1.3,34.0
webpack-contrib,uglifyjs-webpack-plugin,2762.0,202.0,2354693,868.2,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,42.0,62.0,0,24.0,87.0,3137.7,30249,63.0,-1.0,1.9,65.0,2626.59,32.0,-1.0,-1.0,-1.0,-1.0,0.99,0.99,1.3,42.0
abbr,deasync,1858.0,74.0,301262,868.2,0.0,-1.0,0.9,21.0,1.0,0.0,-1.0,6.0,-1.0,0,6.0,27.0,3064.3,0,0.0,6.0,2.2,11.0,3660.99,33.0,5.0,1.0,2.0,3.0,0.61,0.75,1.3,6.0
dreamerslab,node.extend,256.0,21.0,150642,868.2,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.0,0,6.0,30.0,4426.4,59,0.0,6.0,1.5,11.0,4464.42,-1.0,-1.0,1.0,-1.0,4.0,1.00,1.0,1.3,-1.0
theaqua,redux-logger,11486.0,346.0,439477,868.2,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,37.0,0,17.0,-1.0,-1.0,16779,62.0,-1.0,2.9,21.0,3155.06,42.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9,1.3,9.0
expressjs,method-override,1222.0,56.0,779567,868.2,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,63.5,20.0,50.0,0,10.0,44.0,3465.5,358,0.0,-1.0,1.7,8.0,3681.66,23.0,-1.0,-1.0,1.0,-1.0,1.00,0.8,1.3,20.0
mokkabonna,inquirer-autocomplete-prompt,682.0,82.0,126329,868.2,-2.0,-1.0,2.2,51.2,2.0,1.0,1.0,9.0,28.0,0,9.0,124.0,2997.2,13564,4.0,45.0,2.1,25.0,3147.73,4.0,3.0,2.0,3.0,42.0,0.88,0.94,1.3,9.0
browserify,watchify,3566.0,203.0,126132,868.2,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,50.0,0,19.0,75.0,3387.2,294,0.0,-1.0,3.4,20.0,3958.63,1.0,-1.0,-1.0,-1.0,-1.0,0.88,0.94,1.3,9.0
Reactive-Extensions,RxJS,39022.0,2118.0,294,868.2,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,62.0,10,27.0,37.0,3830.6,0,0.0,-1.0,1.4,366.0,4467.98,34.0,-1.0,-1.0,-1.0,-1.0,0.74,0.91,1.3,1.0
TryGhost,node-sqlite3,12024.0,790.0,461782,868.1,-7.0,-1.0,59.8,33.4,14.0,31.8,2.3,23.0,75.0,0,20.0,131.0,1790.0,18,0.0,138.0,3.4,65.0,4794.09,28.0,30.0,2.0,17.0,33.0,0.91,0.93,1.3,23.0
jashkenas,coffeescript,32824.0,2069.0,142415,868.1,0.0,-1.0,1.1,25.3,3.0,3.8,2.3,10.0,85.0,8,4.0,23.0,3863.1,12919,6.0,21.0,1.9,173.0,5217.93,-1.0,8.0,2.0,3.0,3.0,0.98,0.99,1.3,10.0
jaredhanson,passport-local,5390.0,499.0,651292,868.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,71.0,2,5.0,416.0,3498.9,122,0.0,-1.0,1.6,42.0,4550.27,-1.0,-1.0,-1.0,1.0,-1.0,0.66,0.81,1.3,11.0
domenic,sinon-chai,2172.0,117.0,176198,868.1,2.0,-1.0,-1.0,23.4,-1.0,-1.0,-1.0,-1.0,42.0,0,8.0,217.0,2817.5,3506,21.0,-1.0,2.8,23.0,4430.14,21.0,1.0,-1.0,2.0,-1.0,0.86,0.91,1.3,-1.0
gotwarlost,istanbul,17362.0,840.0,562327,868.1,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,12.0,42.0,0,16.0,47.0,2546.8,51,0.0,-1.0,1.4,79.0,4218.72,-1.0,2.0,-1.0,-1.0,-1.0,0.49,0.83,1.3,12.0
gruntjs,grunt-cli,1418.0,249.0,285291,868.1,0.0,-1.0,7.3,-1.0,-1.0,-1.0,0.0,8.0,37.0,0,5.0,66.0,3929.9,8,0.0,2.0,3.7,16.0,4168.22,4.0,2.0,-1.0,1.0,-1.0,0.82,0.98,1.3,8.0
gruntjs,grunt,24494.0,1596.0,1022890,868.0,-1.0,-1.0,1.3,0.9,2.0,18.7,0.0,26.0,75.0,13,5.0,66.0,3929.9,27,0.0,21.0,2.1,82.0,4575.36,12.0,4.0,2.0,3.0,4.0,0.88,0.97,1.3,26.0
yeoman,generator,2352.0,314.0,0,867.7,2.0,0.0,25.8,10.6,30.0,19.0,18.1,23.0,37.0,0,6.0,48.0,3784.3,7210,3.0,764.0,2.0,47.0,4269.45,124.0,8.0,4.0,30.0,35.0,0.99,1.0,1.3,23.0
BrowserSync,browser-sync,24160.0,751.0,1362706,867.6,-2.0,-1.0,37.9,0.5,5.0,39.5,15.8,18.0,50.0,9,7.0,16.0,2828.1,19295,50.0,115.0,1.1,82.0,3823.18,39.0,6.0,3.0,6.0,13.0,0.68,0.93,1.3,18.0
facebook,flux,34768.0,3479.0,127969,867.6,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,11.0,62.0,12,8.0,135.0,2276.2,25532,20.0,13.0,3.2,252.0,3542.02,4.0,-1.0,-1.0,-1.0,-1.0,0.98,1.0,1.3,11.0
inversify,InversifyJS,21392.0,705.0,0,867.5,2.0,-1.0,31.4,17.4,13.0,8.7,0.1,24.0,75.0,10,17.0,13.0,2904.6,2334,4.0,65.0,3.9,160.0,3281.12,74.0,13.0,12.0,15.0,23.0,0.69,0.98,1.3,24.0
mqttjs,MQTT.js,16410.0,1382.0,0,868.0,0.0,-1.0,14.3,1.0,70.0,4.3,0.7,17.0,62.0,5,51.0,14.0,2937.0,17824,5.0,2215.0,2.7,74.0,4744.98,160.0,65.0,25.0,70.0,112.0,0.95,1.0,1.3,17.0
babel,eslint-plugin-babel,780.0,78.0,145846,868.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,50.0,0,4.0,61.0,2679.0,4009,10.0,-1.0,3.1,46.0,3208.96,11.0,-1.0,-1.0,-1.0,-1.0,1.00,1.0,1.3,10.0
electron,electron,221564.0,14655.0,331252,858.1,152.0,2.0,16.3,5.5,1402.0,3.8,2.4,215.0,87.0,17,10.0,101.0,2159.8,10285,1.0,37880.0,1.7,536.0,4006.93,1414.0,613.0,64.0,1413.0,494.0,0.96,1.0,1.2,215.0
mikeal,watch,2550.0,144.0,1450472,858.1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,42.0,0,9.0,498.0,2873.7,4,0.0,-1.0,5.1,9.0,4913.86,-1.0,1.0,-1.0,-1.0,-1.0,0.49,0.8,1.2,3.0
TooTallNate,keypress,708.0,63.0,116355,858.1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,28.0,0,1.0,391.0,3196.6,0,0.0,-1.0,2.2,3.0,4286.08,-1.0,-1.0,-1.0,-1.0,-1.0,0.41,0.62,1.2,6.0
hparra,gulp-rename,1376.0,78.0,1078241,858.1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,42.0,0,4.0,66.0,3301.2,120,0.0,-1.0,4.7,15.0,3770.55,1.0,1.0,-1.0,-1.0,-1.0,0.87,0.95,1.2,7.0
gulp-sourcemaps,gulp-sourcemaps,2196.0,123.0,731265,858.1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,13.0,37.0,0,6.0,9.0,2739.8,464,0.0,-1.0,2.2,25.0,3682.24,6.0,-1.0,-1.0,-1.0,-1.0,0.93,0.98,1.2,13.0
apollographql,apollo-client,38304.0,2631.0,177922,862.1,22.0,8.0,20.2,6.0,328.0,11.1,0.1,70.0,87.0,20,4.0,175.0,1249.2,24904,30.0,14775.0,2.9,708.0,2956.15,94.0,137.0,45.0,340.0,391.0,0.90,0.99,1.3,70.0
broccolijs,broccoli-funnel,132.0,37.0,29360,862.1,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,12.0,25.0,0,6.0,30.0,3055.3,3705,31.0,-1.0,3.1,27.0,3460.48,6.0,-1.0,-1.0,1.0,-1.0,0.87,0.91,1.3,12.0
patorjk,figlet.js,4888.0,161.0,245074,861.9,0.0,-1.0,-1.0,-1.0,19.0,0.2,0.2,9.0,42.0,0,16.0,31.0,1961.2,4709,4.0,-1.0,1.1,25.0,4317.84,3.0,1.0,3.0,22.0,73.0,0.72,0.96,1.3,9.0
andyearnshaw,Intl.js,3392.0,226.0,0,861.9,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,57.0,0,15.0,26.0,2391.7,3691,0.0,-1.0,2.7,951.0,3981.46,15.0,-1.0,-1.0,-1.0,-1.0,0.70,0.93,1.3,6.0
koajs,static,2268.0,119.0,1,861.9,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,9.0,87.0,0,7.0,102.0,3484.5,108,0.0,-1.0,3.6,10.0,3879.26,-1.0,-1.0,-1.0,3.0,-1.0,0.95,0.97,1.3,9.0
apache,echarts,116778.0,19542.0,250634,857.8,13.0,-1.0,8.8,1.4,71.0,11.7,0.0,108.0,87.0,7,19.0,1100.0,2489.3,13431,12.0,1787.0,3.5,484.0,4015.86,114.0,504.0,32.0,97.0,142.0,0.88,0.93,1.3,108.0
pksunkara,inflect,452.0,71.0,246357,857.8,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,42.0,0,26.0,19.0,2585.9,0,0.0,-1.0,1.2,10.0,4432.8,-1.0,-1.0,-1.0,-1.0,-1.0,1.00,0.92,1.3,1.0
ericelliott,cuid,6606.0,133.0,183428,857.8,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,56.2,11.0,50.0,2,24.0,137.0,3180.5,27607,15.0,-1.0,3.1,43.0,4229.93,2.0,1.0,-1.0,2.0,-1.0,0.97,0.9,1.3,11.0
yeoman,environment,248.0,76.0,0,857.6,8.0,3.0,35.0,17.3,29.0,16.9,27.7,22.0,37.0,0,4.0,48.0,3784.3,6774,24.0,803.0,1.1,15.0,3471.75,109.0,5.0,4.0,31.0,61.0,1.00,1.0,1.3,22.0
flatiron,nconf,7702.0,253.0,121791,857.6,-1.0,-1.0,0.1,0.0,2.0,25.1,-1.0,13.0,42.0,0,-1.0,26.0,4461.1,188,0.0,16.0,3.2,53.0,4749.79,8.0,1.0,1.0,5.0,2.0,0.53,0.94,1.3,13.0
kolodny,immutability-helper,10312.0,200.0,72896,857.6,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,42.0,0,15.0,241.0,2841.0,10560,31.0,-1.0,4.3,15.0,2957.89,30.0,1.0,-1.0,-1.0,-1.0,0.95,1.0,1.3,8.0
josdejong,mathjs,27810.0,1214.0,68781,854.6,-2.0,-2.0,11.2,3.1,38.0,18.6,7.8,25.0,100.0,16,13.0,71.0,2178.1,7619,6.0,1077.0,2.1,412.0,4062.18,-1.0,40.0,12.0,43.0,130.0,0.94,0.97,1.3,25.0
broccolijs,broccoli-merge-trees,54.0,35.0,31069,854.6,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,8.0,37.0,0,6.0,30.0,3055.3,2146,36.0,-1.0,3.3,20.0,3652.69,-1.0,-1.0,-1.0,-1.0,-1.0,0.93,0.8,1.3,8.0
flatiron,prompt,3754.0,181.0,180765,854.6,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,10.0,37.0,0,16.0,26.0,4461.1,85,0.0,-1.0,5.2,22.0,4700.68,-1.0,-1.0,-1.0,-1.0,-1.0,0.62,1.0,1.3,10.0
jaredhanson,passport-oauth2,1178.0,338.0,198085,854.6,2.0,-1.0,-1.0,7.0,1.0,8.8,-1.0,11.0,42.0,0,6.0,416.0,3498.9,325,9.0,-1.0,1.6,24.0,3883.19,-1.0,7.0,-1.0,3.0,-1.0,0.41,0.67,1.3,11.0
ForbesLindesay,sync-request,652.0,48.0,177643,854.6,0.0,-1.0,24.3,11.2,-1.0,-1.0,-1.0,9.0,42.0,0,8.0,280.0,2849.9,316,0.0,-1.0,1.4,9.0,3491.37,-1.0,3.0,-1.0,-1.0,-1.0,0.73,0.9,1.3,9.0
ljharb,tape,11506.0,343.0,351192,854.6,1.0,-1.0,77.9,3.2,1.0,0.4,0.0,14.0,75.0,0,63.0,245.0,2033.9,120,0.0,352.0,2.0,82.0,4144.29,-1.0,4.0,2.0,1.0,62.0,0.91,0.95,1.3,14.0
koajs,bodyparser,2576.0,120.0,238,854.6,0.0,-1.0,-1.0,-1.0,1.0,0.2,-1.0,6.0,87.0,0,7.0,102.0,3484.5,56,0.0,43.0,2.5,16.0,3695.33,-1.0,3.0,1.0,2.0,1.0,1.00,1.0,1.3,6.0
jashkenas,backbone,56154.0,5409.0,65949,853.9,2.0,-1.0,2.0,2.4,15.0,15.9,3.5,13.0,85.0,15,0.0,23.0,3863.1,1819,13.0,50.0,4.7,38.0,4931.18,-1.0,3.0,2.0,15.0,69.0,0.98,0.99,1.3,13.0
typicode,lowdb,41298.0,892.0,475646,853.8,-2.0,-1.0,10.6,3.6,3.0,29.1,86.9,10.0,57.0,0,19.0,74.0,2531.9,1992,0.0,36.0,1.4,25.0,3651.91,32.0,12.0,1.0,3.0,19.0,1.00,1.0,1.3,10.0
ember-cli,ember-cli-htmlbars,154.0,67.0,57586,853.7,-3.0,-1.0,41.1,17.4,10.0,16.1,3.0,14.0,37.0,0,7.0,112.0,2979.1,13037,16.0,103.0,2.2,45.0,3475.94,45.0,4.0,5.0,13.0,19.0,0.81,0.99,1.3,14.0
mozilla,nunjucks,16818.0,634.0,241121,853.7,2.0,-1.0,32.7,29.3,1.0,103.1,0.0,17.0,75.0,9,7.0,1100.0,2940.2,1057,0.0,7.0,2.7,74.0,4252.76,36.0,7.0,-1.0,6.0,-1.0,0.73,0.87,1.3,17.0
jshint,jshint,17874.0,1665.0,338033,853.7,0.0,-1.0,31.8,31.8,-1.0,-1.0,-1.0,30.0,62.0,14,8.0,9.0,4044.4,5766,59.0,-1.0,3.2,61.0,4820.06,50.0,3.0,-1.0,1.0,-1.0,0.84,0.95,1.3,30.0
benjamn,install,120.0,24.0,164710,853.7,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,7.0,42.0,0,1.0,165.0,3204.4,342,13.0,-1.0,1.1,3.0,4068.97,-1.0,-1.0,-1.0,-1.0,-1.0,0.81,0.85,1.3,7.0
chenglou,react-motion,43262.0,1161.0,65330,853.7,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,9.0,42.0,0,11.0,165.0,2810.6,30975,143.0,-1.0,3.0,196.0,3216.68,4.0,-1.0,-1.0,1.0,-1.0,0.63,0.81,1.3,9.0
ChainSafe,web3.js,36788.0,4690.0,24,869.6,23.0,7.0,32.1,9.0,182.0,9.0,0.2,-1.0,100.0,0,10.0,365.0,1100.7,24386,11.0,8313.0,2.2,1068.0,3470.13,189.0,109.0,25.0,194.0,142.0,0.95,0.99,1.3,-1.0
adaltas,node-http-status,866.0,55.0,0,869.6,0.0,-1.0,3.0,3.0,2.0,0.1,0.0,-1.0,50.0,0,11.0,114.0,1790.9,190,0.0,29.0,2.7,29.0,4755.02,-1.0,1.0,3.0,2.0,16.0,0.95,1.0,1.3,-1.0
Medium,phantomjs,2838.0,455.0,108081,869.6,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.0,37.0,0,1.0,101.0,2746.5,466,0.0,-1.0,8.2,12.0,4220.12,20.0,-1.0,-1.0,-1.0,-1.0,0.74,0.94,1.3,6.0
webpack-contrib,extract-text-webpack-plugin,8042.0,540.0,2144625,869.6,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,41.0,50.0,0,7.0,87.0,3137.7,28415,86.0,-1.0,2.2,97.0,3715.98,16.0,-1.0,-1.0,-1.0,-1.0,1.00,1.0,1.3,41.0
jxson,front-matter,1322.0,79.0,99533,869.6,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,42.0,0,12.0,141.0,3784.0,11,0.0,-1.0,3.8,15.0,4300.17,-1.0,2.0,-1.0,1.0,-1.0,0.47,0.88,1.3,3.0
